Utgiftsområde;Utgiftsområdesnamn;Anslag;Anslagsnamn;År;Ingående överföringsbelopp;Statens budget;Ändringsbudgetar;Indragningar;Utnyttjad del av medgivet överskridande;Utfall;Anslagskredit;Utgående överföringsbelopp;Utgiftsområde utfallsår;Utgiftsområdesnamn utfallsår;Anslag utfallsår;Anslagsnamn utfallsår
06;Försvar och samhällets krisberedskap;060602 2001;Fredsfrämjande truppinsatser;1997;;472,526;;;;451,30983081;;21,21616919;06;Totalförsvar;06A002;Fredsfrämjande truppinsatser
06;Försvar och samhällets krisberedskap;060603 2002;Funktionen Civil ledning;1997;56,503518;432,287;;;;330,17724676;;158,61327124;06;Totalförsvar;06B001;Funktionen Civil ledning
06;Försvar och samhällets krisberedskap;060604 2002;Funktionen Försörjning med industrivaror;1997;59,8703298;15,406;;;;-22,19977526;;97,47610506;06;Totalförsvar;06B002;Funktionen Försörjning med industrivaror
06;Försvar och samhällets krisberedskap;060605 2002;Funktionen Befolkningsskydd och räddningstjänst;1997;37,72405146;1141,578;50;;;1122,3400329;;106,96201856;06;Totalförsvar;06B003;Funktionen Befolkningsskydd och räddningstjänst
06;Försvar och samhällets krisberedskap;060606 2002;Funktionen Psykologiskt försvar;1997;2,58771402;18,248;;;;16,43761;;4,39810402;06;Totalförsvar;06B004;Funktionen psykologiskt försvar
06;Försvar och samhällets krisberedskap;060607 2002;Funktionen Ordning och säkerhet;1997;;31,877;;;;-7,97834259;;39,85534259;06;Totalförsvar;06B005;Funktionen Ordning och säkerhet m m
06;Försvar och samhällets krisberedskap;060608 2002;Funktionen Hälso- och sjukvård m.m.;1997;233,83664813;95,219;;;;128,3752809;;200,68036723;06;Totalförsvar;06B006;Funktionen hälso- och sjukvård
06;Försvar och samhällets krisberedskap;060609 2002;Funktionen Telekommunikationer m.m.;1997;;152,886;50;;;154,09679994;;48,78920006;06;Totalförsvar;06B007;Funktionen Telekommunikationer
06;Försvar och samhällets krisberedskap;060610 2002;Funktionen Postbefordran;1997;;22,318;;;;21,91135928;;0,40664072;06;Totalförsvar;06B008;Funktionen Postbefordran
06;Försvar och samhällets krisberedskap;060611 2002;Funktionen Transporter;1997;;197,757;;;;194,50410498;;3,25289502;06;Totalförsvar;06B009;Funktionen Transporter
06;Försvar och samhällets krisberedskap;060612 2002;Funktionen Energiförsörjning;1997;;27,612;100;;;31,80362704;;95,80837296;06;Totalförsvar;06B010;Funktionen Energiförsörjning
06;Försvar och samhällets krisberedskap;060705 2001;Brandfarliga och explosiva varor;1997;7,37929945;15,15;;;;14,42596294;;8,10333651;24;Näringsliv;24B005;Sprängämnesinspektionen
06;Försvar och samhällets krisberedskap;063401 2008;Statens strålskyddsinstitut;1997;13,91681782;73,683;;;;73,55437798;;14,04543984;20;Allmän miljö- och naturvård;20B001;Statens strålskyddsinstitut
06;Försvar och samhällets krisberedskap;063402 2008;Statens kärnkraftinspektion: Förvaltningskostnader;1997;17,26462513;63,188;;;;65,46995528;;14,98266985;20;Allmän miljö- och naturvård;20B002;Statens kärnkraftsinspektion: Förvaltningskostnader
06;Försvar och samhällets krisberedskap;063403 2008;Statens kärnkraftinspektion: Kärnsäkerhetsforskning;1997;22,62878193;58,778;;;;70,60584604;;10,80093589;20;Allmän miljö- och naturvård;20B003;Statens kärnkraftsinspektion: Kärnsäkerhetsforskning
06;Försvar och samhällets krisberedskap;06A001 1998;Försvarsmakten;1997;2073,241633;38333,826;-50;-0,934;13,517688;36963,98875487;;3405,66256613;06;Totalförsvar;06A001;Försvarsmakten
22;Kommunikationer;06A002 9495;Drift och underhåll av statliga vägar;1997;3,96360225;;;;;2,26365125;;1,699951;22;Kommunikationer;06A002 9495;Drift och underhåll av statliga vägar
22;Kommunikationer;06A005 9596;Bidrag till drift och byggande av enskilda vägar;1997;5,31138423;;;;;5,31138423;;0;22;Kommunikationer;06A005 9596;Bidrag till drift och byggande av enskilda vägar
22;Kommunikationer;06A006 9394;Östersjösamarbete om trafik och miljö;1997;5,04358605;;;-0,294155;;4,7494305;;0,00000055;22;Kommunikationer;06A006 9394;Östersjösamarbete om trafik och miljö
06;Försvar och samhällets krisberedskap;06A006 9596;Vägverket: Försvarsuppgifter;1997;9,86550452;;;;;9,86550452;;0;06;Totalförsvar;06A006 9596;Vägverket: Försvarsuppgifter
22;Kommunikationer;06A010 9495;Drift och vidmakthållande av statliga järnvägar;1997;-0,00000003;;;;;;;-0,00000003;22;Kommunikationer;06A010 9495;Drift och vidmakthållande av statliga järnvägar
06;Försvar och samhällets krisberedskap;06A014 9596;Banverket: Försvarsuppgifter;1997;7,15736889;;;;;7,15736889;;0;06;Totalförsvar;06A014 9596;Banverket: Försvarsuppgifter
22;Kommunikationer;06A015 9495;Underhållsåtgärder för sysselsättning och tillväxt;1997;190,09690267;;;;;129,57345958;;60,52344309;22;Kommunikationer;06A015 9495;Underhållsåtgärder för sysselsättning och tillväxt
22;Kommunikationer;06A016 9495;Sysselsättningsskapande åtgärder inom kommunikationsdepartem;1997;260,565867;;;-50;;158,85648875;;51,70937825;22;Kommunikationer;06A016 9495;Sysselsättningsskapande åtgärder inom kommunikationsdepartem
22;Kommunikationer;06B008 9596;Utredningsarbete med anledning av M/S Estonias förlisning;1997;;;;;;0;;;22;Kommunikationer;06B008 9596;Utredningsarbete med anledning av M/S Estonias förlisning
06;Försvar och samhällets krisberedskap;06C001 9596;Beredskap för civil luftfart;1997;15,56805449;;;;;0;;15,56805449;06;Totalförsvar;06C001 9596;Beredskap för civil luftfart
22;Kommunikationer;06C002 9596;Driftbidrag till kommunala flygplatser i skogslänen;1997;35,4;;;-35,4;;;;0;22;Kommunikationer;06C002 9596;Driftbidrag till kommunala flygplatser i skogslänen
06;Försvar och samhällets krisberedskap;06C003 1997;Utredning av allvarliga olyckor;1997;;1,131;;;;1,13099939;;;06;Totalförsvar;06C003;Utredning av allvarliga olyckor
22;Kommunikationer;06D002 9596;Upphandling av särskilda samhällsåtaganden;1997;287,5504495;;;;;187,44326456;;100,10718494;22;Kommunikationer;06D002 9596;Upphandling av särskilda samhällsåtaganden
06;Försvar och samhällets krisberedskap;06D004 2000;Försvarets forskningsanstalt;1997;3,95340237;121,28;;;;123,8109385;;1,42246387;06;Totalförsvar;06D004;Försvarets forskningsanstalt
22;Kommunikationer;06D004 9596;Kostnader förenade med statens ägande i SOS Alarmering AB;1997;8,96935;;;;;4;;4,96935;22;Kommunikationer;06D004 9596;Kostnader förenade med statens ägande i SOS Alarmering AB
06;Försvar och samhällets krisberedskap;06D005 2000;Flygtekniska försöksanstalten;1997;2,921;30,71;;;;26,335839;;7,295161;06;Totalförsvar;06D005;Flygtekniska försöksanstalten
22;Kommunikationer;06D005 9596;Informationsteknik: Telekommunikation m.m;1997;35,4;;;;;35,049834;;0,350166;22;Kommunikationer;06D005 9596;Informationsteknik: Telekommunikation m m
22;Kommunikationer;06E002 9596;Köp av interregional persontrafik på järnväg m.m;1997;2,67193267;;;;;2,72027015;;-0,04833748;22;Kommunikationer;06E002 9596;Köp av interregional persontrafik på järnväg m m
22;Kommunikationer;06E003 9596;Ersättning till trafikhuvudmännen för köp av viss kollektivt;1997;1,2952;;;;;1,19565037;;0,09954963;22;Kommunikationer;06E003 9596;Ersättning till trafikhuvudmännen för köp av viss kollektivt
06;Försvar och samhällets krisberedskap;06E004 9596;Överstyrelsen för civil beredskap: Åtgärder inom den civila del;1997;2,12322848;;;;;0,86323383;;1,25999465;06;Totalförsvar;06E004 9596;Överstyrelsen för civil beredskap: Ågärder inom den civila d
22;Kommunikationer;06F006 9596;Transportinformatik;1997;0,28580057;;;;;0,1224137;;0,16338687;22;Kommunikationer;06F006 9596;Transportinformatik
22;Kommunikationer;06G003 9596;EUMETSAT;1997;17,54512674;;;;;0;;17,54512674;22;Kommunikationer;06G003 9596;EUMETSAT
07;Internationellt bistånd;0701001;Biståndsverksamhet;1997;7473,288248;9779,093;;-445,4277;;11048,50719318;;5758,44635482;07;Internationellt bistånd;07A001;Biståndsverksamhet
07;Internationellt bistånd;0701002;Styrelsen för internationellt utvecklingssamarbete (Sida);1997;135,16875;412,307;;;;414,0793255;;133,3964245;07;Internationellt bistånd;07A002;Biståndsförvaltning
07;Internationellt bistånd;070805 2006;Avsättning för förlustrisker vad avser garantier för finansiellt stöd och exportkreditgarantier;1997;521;15;;;;15;;521;07;Internationellt bistånd;07B002;Avsättning för förlustrisker för finansiellt stöd och export
07;Internationellt bistånd;070901 2003;Samarbete med Central- och Östeuropa;1997;816,43324135;795,8;;;;640,90790482;;971,32533653;07;Internationellt bistånd;07B001;Samarbete med Central- och Östeuropa
17;Kultur, medier, trossamfund och fritid;07B004 9596;Restaureringsarbeten vid de kungliga slotten och rikets fästningar;1997;0,07245583;;;;;0,07245583;;0;17;Kultur, medier, trossamfund och fritid;07B004 9596;Restaureringsarbeten vid de kungliga slotten och rikets fäst
02;Samhällsekonomi och finansförvaltning;07C006 9394;Vissa investeringar m.m.;1997;71,65170001;;;;;11,39656357;;60,25513644;02;Samhällsekonomi och finansförvaltning;07C006 9394;Vissa investeringar m m
14;Arbetsmarknad och arbetsliv;07E003 9495;Till regeringens disposition för omställningskostnader;1997;5,196752;;;;;;;5,196752;14;Arbetsmarknad och arbetsliv;07E003 9495;Till regeringens disposition för omställningskostnader
02;Samhällsekonomi och finansförvaltning;07E006 9596;Bidrag till förnyelsefonder på det staligt reglerade området;1997;72,21498832;;;;;15,85318694;;56,36180138;14;Arbetsmarknad och arbetsliv;07E006 9596;Bidrag till förnyelsefonder på det staligt reglerade området
14;Arbetsmarknad och arbetsliv;07E008 9495;Bidrag till kompetensutveckling på det statligt reglerade området;1997;2,21625499;;;;;2,21625499;;0;14;Arbetsmarknad och arbetsliv;07E008 9495;Bidrag till kompetensutveckling på det statligt reglerade om
02;Samhällsekonomi och finansförvaltning;07E010 9293;Folk- och bostadsräkningar;1997;0,008;;;-0,008;;;;0;02;Samhällsekonomi och finansförvaltning;07E010 9293;Folk- och bostadsräkningar
02;Samhällsekonomi och finansförvaltning;07E011 9293;Bankstödsnämnden;1997;-0,7092677;;;0,7092677;;;;0;02;Samhällsekonomi och finansförvaltning;07E011 9293;Bankstödsnämnden
25;Allmänna bidrag till kommuner;07H007 9293;Stimulansbidrag för reparation och underhåll av vissa kommun;1997;52,629611;;;-52,629611;;;;0;25;Allmänna bidrag till kommuner;07H007 9293;Stimulansbidrag för reparation och underhåll av vissa kommun
02;Samhällsekonomi och finansförvaltning;07I008 9596;Ekonomiska rådet;1997;0,55676396;;;;;0,06786872;;0,48889524;02;Samhällsekonomi och finansförvaltning;07I008 9596;Ekonomiska rådet
08;Migration;0801001;Migrationsverket;1997;16,68920827;506,603;4;;;499,24868936;;28,04351891;08;Invandrare och flyktingar;08A001;Statens invandrarverk
08;Migration;0801002;Ersättningar och bostadskostnader;1997;;922;;;10,6;1005,03674686;;-72,43674686;08;Invandrare och flyktingar;08A002;Mottagande av asylsökande
08;Migration;0801003;Migrationspolitiska åtgärder;1997;;311,319;;;;285,50411454;;25,81488546;08;Invandrare och flyktingar;08A003;Migrationspolitiska åtgärder
08;Migration;0801006;Offentligt biträde i utlänningsärenden;1997;;64,24;-1,5;-2,646;;51,931312;;8,162688;08;Invandrare och flyktingar;08A005;Rättshjälp i utlänningsärenden
08;Migration;0801007;Utresor för avvisade och utvisade;1997;;130;-34;-38,203;;57,79719333;;-0,00019333;08;Invandrare och flyktingar;08A006;Utresor för avvisade och utvisade
08;Migration;081209 2006;Utlänningsnämnden;1997;-2,74600451;66,675;1,5;-0,658;;63,24986356;;1,52113193;08;Invandrare och flyktingar;08A004;Utlänningsnämnden
16;Utbildning och universitetsforskning;08A003 9596;Skolutveckling och produktion av läromedel för elever med hanikapp;1997;2,416;;;1,756;;2,67847469;;1,49352531;16;Utbildning och universitetsforskning;08A003 9596;Skolutveckling och produktion av läromedel för elever med hanikapp
16;Utbildning och universitetsforskning;08A004 9596;Stöd för utveckling av skolväsendet;1997;50,94130746;;;;;12,54739735;;38,39391011;16;Utbildning och universitetsforskning;08A004 9596;Stöd för utveckling av skolväsendet
16;Utbildning och universitetsforskning;08A005 9596;Forskning inom skolväsendet;1997;6,84539734;;;;;0,04395864;;6,8014387;16;Utbildning och universitetsforskning;08A005 9596;Forskning inom skolväsendet
16;Utbildning och universitetsforskning;08A006 9596;Fortbildning m.m;1997;54,02892643;;;;;13,23720378;;40,79172265;16;Utbildning och universitetsforskning;08A006 9596;Fortbildning m m
16;Utbildning och universitetsforskning;08A007 9596;Genomförande av skolreformer;1997;67,937365;;;;;46,63591956;;21,30144544;16;Utbildning och universitetsforskning;08A007 9596;Genomförande av skolreformer
16;Utbildning och universitetsforskning;08A012 9596;Statens skola för vuxna i Härnösand;1997;;;;;;0,002364;;-0,002364;16;Utbildning och universitetsforskning;08A012 9596;Statens skola för vuxna i Härnösand
16;Utbildning och universitetsforskning;08A017 9596;Avvecklingskostnader avseende ASSE;1997;12;;;;;2,9;;9,1;16;Utbildning och universitetsforskning;08A017 9596;Avvecklingskostnader avseende ASSE
08;Migration;08B002 1997;Åtgärder mot främlingsfientlighet och rasism;1997;;20;-10;;;9,98130598;;;08;Invandrare och flyktingar;08B002;Åtgärder mot främlingsfientlighet och rasism
17;Kultur, medier, trossamfund och fritid;08B003 9596;Bidrag till kontakttolkutbildning;1997;0,0008145;;;;;;;0,0008145;17;Kultur, medier, trossamfund och fritid;08B003 9596;Bidrag till kontakttolkutbildning
08;Migration;08B004 1997;Åtgärder för invandrare;1997;;39,964;;;;39,903713;;;08;Invandrare och flyktingar;08B004;Åtgärder för invandrare
16;Utbildning och universitetsforskning;08C004 9596;Lunds universitet: Forskning och forskarutbildning;1997;0,001;;;-0,001;;;;0;16;Utbildning och universitetsforskning;08C004 9596;Lunds universitet: Forskning och forskarutbildning
16;Utbildning och universitetsforskning;08C007 9596;Stockholms universitet: Grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C007 9596;Stockholms universitet: Grundutbildning
16;Utbildning och universitetsforskning;08C008 9596;Stockholms universitet: Forskning och forskarutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C008 9596;Stockholms universitet: Forskning och forskarutbildning
16;Utbildning och universitetsforskning;08C012 9596;Linköpings universitet: Forskning och forskarutbildning;1997;-0,001;;;0,001;;;;0;16;Utbildning och universitetsforskning;08C012 9596;Linköpings universitet: Forskning och forskarutbildning
16;Utbildning och universitetsforskning;08C019 9596;Danshögskolan: Grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C019 9596;Danshögskolan: Grundutbildning
16;Utbildning och universitetsforskning;08C020 9596;Dramatiska institutet: Grundutbildning;1997;-0,82;;;0,82;;0;;0;16;Utbildning och universitetsforskning;08C020 9596;Dramatiska institutet: Grundutbildning
16;Utbildning och universitetsforskning;08C023 9596;Högskolan i Gävle/Sandviken: Grundutbildning;1997;0,35758;;;-0,35758;;0;;0;16;Utbildning och universitetsforskning;08C023 9596;Högskolan i Gävle/Sandviken: Grundutbildning
16;Utbildning och universitetsforskning;08C029 9596;Högskolan i Skövde: Grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C029 9596;Högskolan i Skövde: Grundutbildning
16;Utbildning och universitetsforskning;08C031 9596;Högskolan i Växjö: Grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C031 9596;Högskolan i Växjö: Grundutbildning
16;Utbildning och universitetsforskning;08C035 9596;Konstfack: Grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C035 9596;Konstfack: Grundutbildning
16;Utbildning och universitetsforskning;08C036 9596;Kungl Konsthögskolan: Grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C036 9596;Kungl Konsthögskolan: Grundutbildning
16;Utbildning och universitetsforskning;08C041 9596;Operahögskolan i Stockholm: Grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C041 9596;Operahögskolan i Stockholm: Grundutbildning
16;Utbildning och universitetsforskning;08C042 9596;Teaterhögskolan i Stockholm: grundutbildning;1997;;;;;;0;;0;16;Utbildning och universitetsforskning;08C042 9596;Teaterhögskolan i Stockholm: grundutbildning
16;Utbildning och universitetsforskning;08C043 9596;Enskilda och kommunala högskoleutbildningar m.m.;1997;30,6799394;;;-19,1;;6,928315;;4,6516244;16;Utbildning och universitetsforskning;08C043 9596;Enskilda och kommunala högskoleutbildningar m m
16;Utbildning och universitetsforskning;08C044 9495;Europeisk utbildningssamverkan;1997;46,60398651;;;-46,60398651;;;;0;16;Utbildning och universitetsforskning;08C044 9495;Europeisk utbildningssamverkan
16;Utbildning och universitetsforskning;08C044 9596;Utvecklingsverksamhet och internationell samverkan;1997;23,63915739;;;;;17,54439907;;6,09475832;16;Utbildning och universitetsforskning;08C044 9596;Utvecklingsverksamhet och internationell samverkan
16;Utbildning och universitetsforskning;08C045 9596;Vissa särskilda utgifter inom universitet och högskolor m m;1997;173,25666201;;;-3,441881;;25,60339089;;144,21139012;16;Utbildning och universitetsforskning;08C045 9596;Vissa särskilda utgifter inom universitet och högskolor m m
16;Utbildning och universitetsforskning;08C046 9596;Övriga utgifter inom grundutbildning;1997;707,757;;;-108,425109;;117,2495861;;482,0823049;16;Utbildning och universitetsforskning;08C046 9596;Övriga utgifter inom grundutbildning
